algorithm,problem,dimension,run_id,best_fitness,fe,iterations,wall_time
GA,F12_Ackley_D10,10,9,21.01932284458984,100034,2083,2.5858
GA,F12_Ackley_D10,10,10,21.099937379886217,100034,2083,2.5988
GA,F12_Ackley_D10,10,11,21.03650715134005,100034,2083,2.5509
GA,F12_Ackley_D10,10,12,21.27790003620585,100034,2083,2.5900
GA,F12_Ackley_D10,10,13,21.206111694360654,100034,2083,2.5531
GA,F12_Ackley_D10,10,14,21.23625383029766,100034,2083,2.7819
RCOA,F14_HappyCat_D10,10,0,1.4045217580749469e-07,100007,2388,1.3500
RCOA,F14_HappyCat_D10,10,1,1.4045217580749469e-07,100007,2388,1.2245
RCOA,F14_HappyCat_D10,10,2,1.4045217580749469e-07,100007,2388,1.1899
RCOA,F14_HappyCat_D10,10,3,1.4045217580749469e-07,100007,2388,1.2175
RCOA,F14_HappyCat_D10,10,4,1.4045217580749469e-07,100007,2388,1.2478
RCOA,F14_HappyCat_D10,10,5,1.4045217580749469e-07,100007,2388,1.1835
RCOA,F14_HappyCat_D10,10,6,1.4045217580749469e-07,100007,2388,1.2815
RCOA,F14_HappyCat_D10,10,7,1.4045217580749469e-07,100007,2388,1.1877
RCOA,F14_HappyCat_D10,10,8,1.4045217580749469e-07,100007,2388,1.2039
RCOA,F14_HappyCat_D10,10,9,1.4045217580749469e-07,100007,2388,1.2910
RCOA,F14_HappyCat_D10,10,10,1.4045217580749469e-07,100007,2388,1.4307
RCOA,F14_HappyCat_D10,10,11,1.4045217580749469e-07,100007,2388,1.1972
RCOA,F14_HappyCat_D10,10,12,1.4045217580749469e-07,100007,2388,1.1995
RCOA,F14_HappyCat_D10,10,13,1.4045217580749469e-07,100007,2388,1.1845
RCOA,F14_HappyCat_D10,10,14,1.4045217580749469e-07,100007,2388,1.2776
PSO,F14_HappyCat_D10,10,0,27.982921209040235,100000,1999,1.2837
PSO,F14_HappyCat_D10,10,1,0.5125870326491447,100000,1999,1.5035
PSO,F14_HappyCat_D10,10,2,12.879721030211623,100000,1999,1.2928
PSO,F14_HappyCat_D10,10,3,30.49795795850914,100000,1999,1.2772
PSO,F14_HappyCat_D10,10,4,114.87601794880935,100000,1999,1.2523
PSO,F14_HappyCat_D10,10,5,35.08124108570253,100000,1999,1.2614
PSO,F14_HappyCat_D10,10,6,30.88704188009156,100000,1999,1.3737
PSO,F14_HappyCat_D10,10,7,27.96304221636876,100000,1999,1.3033
PSO,F14_HappyCat_D10,10,8,0.1169003075126106,100000,1999,1.2535
PSO,F14_HappyCat_D10,10,9,31.696075493002912,100000,1999,1.2659
PSO,F14_HappyCat_D10,10,10,54.97169924892417,100000,1999,1.2556
PSO,F14_HappyCat_D10,10,11,46.75464414825747,100000,1999,1.3203
PSO,F14_HappyCat_D10,10,12,1.588244366462538,100000,1999,1.2539
PSO,F14_HappyCat_D10,10,13,47.990071942934776,100000,1999,1.2457
PSO,F14_HappyCat_D10,10,14,28.39180417783666,100000,1999,1.2499
DE,F14_HappyCat_D10,10,0,1491.0356927281866,100000,1999,1.8364
DE,F14_HappyCat_D10,10,1,726.1201892792175,100000,1999,1.8151
DE,F14_HappyCat_D10,10,2,1088.1858779583358,100000,1999,1.6726
DE,F14_HappyCat_D10,10,3,639.3403848193707,100000,1999,1.9852
DE,F14_HappyCat_D10,10,4,915.498154001527,100000,1999,1.6711
DE,F14_HappyCat_D10,10,5,870.9300538618138,100000,1999,1.8982
DE,F14_HappyCat_D10,10,6,693.4151686034834,100000,1999,1.6880
DE,F14_HappyCat_D10,10,7,809.738808161525,100000,1999,1.6804
DE,F14_HappyCat_D10,10,8,635.447062906556,100000,1999,1.6651
DE,F14_HappyCat_D10,10,9,785.0287947141927,100000,1999,1.7288
DE,F14_HappyCat_D10,10,10,306.53370621500295,100000,1999,1.6613
DE,F14_HappyCat_D10,10,11,1095.7015359166248,100000,1999,1.8806
DE,F14_HappyCat_D10,10,12,1241.5213583217972,100000,1999,1.6849
DE,F14_HappyCat_D10,10,13,1074.9433050911346,100000,1999,1.8697
DE,F14_HappyCat_D10,10,14,1119.6451180637162,100000,1999,1.7207
GA,F14_HappyCat_D10,10,0,1491.0356927281866,100034,2083,1.4435
GA,F14_HappyCat_D10,10,1,726.1201892792175,100034,2083,1.3931
GA,F14_HappyCat_D10,10,2,1088.1858779583358,100034,2083,1.7299
GA,F14_HappyCat_D10,10,3,1331.3937464501196,100034,2083,1.3701
GA,F14_HappyCat_D10,10,4,766.0082588937488,100034,2083,1.4069
GA,F14_HappyCat_D10,10,5,870.9300538618138,100034,2083,1.4390
GA,F14_HappyCat_D10,10,6,693.4151686034834,100034,2083,1.3732
GA,F14_HappyCat_D10,10,7,809.738808161525,100034,2083,1.4962
