algorithm,problem,dimension,run_id,best_fitness,fe,iterations,wall_time
GA,F14_HappyCat_D10,10,8,614.7095668493157,100034,2083,1.3718
GA,F14_HappyCat_D10,10,9,785.0287947141927,100034,2083,1.4645
GA,F14_HappyCat_D10,10,10,306.53370621500295,100034,2083,1.3794
GA,F14_HappyCat_D10,10,11,1095.7015359166248,100034,2083,1.3985
GA,F14_HappyCat_D10,10,12,1241.5213583217972,100034,2083,1.4898
GA,F14_HappyCat_D10,10,13,1074.9433050911346,100034,2083,1.3912
GA,F14_HappyCat_D10,10,14,1113.376760706221,100034,2083,1.3705
RCOA,F18_Hybrid 1_D10,10,0,6.948231604810419e-12,100013,4398,2.3699
RCOA,F18_Hybrid 1_D10,10,1,1.796581062595772e-11,100010,4243,2.4623
RCOA,F18_Hybrid 1_D10,10,2,1.6163412216192536e-11,100010,4243,2.2599
RCOA,F18_Hybrid 1_D10,10,3,6.569730364345023e-12,100016,4398,2.1322
RCOA,F18_Hybrid 1_D10,10,4,3.90111340760137e-11,100006,4242,2.1644
RCOA,F18_Hybrid 1_D10,10,5,6.789925622553967e-12,100000,4409,2.2099
RCOA,F18_Hybrid 1_D10,10,6,2.3847284928207366e-11,100015,4282,2.1837
RCOA,F18_Hybrid 1_D10,10,7,4.861536513360285e-11,100019,4136,2.2354
RCOA,F18_Hybrid 1_D10,10,8,8.169439538788711e-12,100015,4399,2.1487
RCOA,F18_Hybrid 1_D10,10,9,5.030434928847598e-12,100017,4397,2.1958
RCOA,F18_Hybrid 1_D10,10,10,6.656038334843272e-12,100016,4399,2.1482
RCOA,F18_Hybrid 1_D10,10,11,4.821708869907786e-12,100007,4398,2.2339
RCOA,F18_Hybrid 1_D10,10,12,5.32341047326559e-12,100009,4398,2.1408
RCOA,F18_Hybrid 1_D10,10,13,1.4874807851884612e-11,100003,4282,2.1084
RCOA,F18_Hybrid 1_D10,10,14,3.622596598925236e-12,100003,4396,2.4522
PSO,F18_Hybrid 1_D10,10,0,16.739099002707476,100000,1999,1.7919
PSO,F18_Hybrid 1_D10,10,1,0.9949601070699224,100000,1999,1.7903
PSO,F18_Hybrid 1_D10,10,2,5.5277317178711185e-08,100000,1999,1.8708
PSO,F18_Hybrid 1_D10,10,3,2.882453999179537e-06,100000,1999,1.7964
PSO,F18_Hybrid 1_D10,10,4,1.9899575328799848,100000,1999,1.9183
PSO,F18_Hybrid 1_D10,10,5,0.9949829663893036,100000,1999,1.8545
PSO,F18_Hybrid 1_D10,10,6,1.9899185561375614,100000,1999,1.8893
PSO,F18_Hybrid 1_D10,10,7,0.9949752607044023,100000,1999,1.7650
PSO,F18_Hybrid 1_D10,10,8,2.9848771855959404,100000,1999,1.7566
PSO,F18_Hybrid 1_D10,10,9,1.989918791007317,100000,1999,1.7805
PSO,F18_Hybrid 1_D10,10,10,0.9949591133845948,100000,1999,1.9793
PSO,F18_Hybrid 1_D10,10,11,2.0246549551508237,100000,1999,1.8170
PSO,F18_Hybrid 1_D10,10,12,0.9995824116796264,100000,1999,1.7788
PSO,F18_Hybrid 1_D10,10,13,1.6467867301491508e-06,100000,1999,1.8161
PSO,F18_Hybrid 1_D10,10,14,8.108070485912499e-07,100000,1999,1.7607
DE,F18_Hybrid 1_D10,10,0,2.802553328564167e-30,100000,1999,2.2494
DE,F18_Hybrid 1_D10,10,1,8.564405994531439e-95,100000,1999,2.2098
DE,F18_Hybrid 1_D10,10,2,1.1430681147885433e-135,100000,1999,2.2536
DE,F18_Hybrid 1_D10,10,3,2.831459234705897e-143,100000,1999,2.1955
DE,F18_Hybrid 1_D10,10,4,4.485791884766325e-127,100000,1999,2.1822
DE,F18_Hybrid 1_D10,10,5,1.688159021514723e-160,100000,1999,2.3299
DE,F18_Hybrid 1_D10,10,6,2.8439463412930744e-126,100000,1999,2.2485
DE,F18_Hybrid 1_D10,10,7,8.917475939229674e-138,100000,1999,2.2226
DE,F18_Hybrid 1_D10,10,8,2.2654102661906007e-142,100000,1999,2.3012
DE,F18_Hybrid 1_D10,10,9,1.9619515753015643e-123,100000,1999,2.3174
DE,F18_Hybrid 1_D10,10,10,3.2053677842429184e-60,100000,1999,2.2242
DE,F18_Hybrid 1_D10,10,11,1.4877734589385471e-111,100000,1999,2.3163
DE,F18_Hybrid 1_D10,10,12,1.5740606804619229e-96,100000,1999,2.1953
DE,F18_Hybrid 1_D10,10,13,3.308320341932157e-152,100000,1999,2.4353
DE,F18_Hybrid 1_D10,10,14,2.7904376032392546e-132,100000,1999,2.7387
GA,F18_Hybrid 1_D10,10,0,27.264716533042236,100034,2083,3.0695
GA,F18_Hybrid 1_D10,10,1,22.48436611165864,100034,2083,2.9547
GA,F18_Hybrid 1_D10,10,2,27.890672822552602,100034,2083,3.3428
GA,F18_Hybrid 1_D10,10,3,7.026515687404588,100034,2083,3.1459
GA,F18_Hybrid 1_D10,10,4,2.2655184686213654,100034,2083,3.0394
GA,F18_Hybrid 1_D10,10,5,6.527681575548994,100034,2083,2.9861
GA,F18_Hybrid 1_D10,10,6,0.8435890638129164,100034,2083,3.0121
GA,F18_Hybrid 1_D10,10,7,2.7690941199131487,100034,2083,2.9464
GA,F18_Hybrid 1_D10,10,8,11.809337391840849,100034,2083,3.1213
GA,F18_Hybrid 1_D10,10,9,0.23865592127905613,100034,2083,2.9821
GA,F18_Hybrid 1_D10,10,10,33.40941622653066,100034,2083,2.9250
GA,F18_Hybrid 1_D10,10,11,12.527573877274646,100034,2083,2.9908
GA,F18_Hybrid 1_D10,10,12,4.176284929449366,100034,2083,3.0523
GA,F18_Hybrid 1_D10,10,13,3.8590350484144635,100034,2083,3.0102
GA,F18_Hybrid 1_D10,10,14,0.4395055254933453,100034,2083,2.9157
RCOA,F21_Composition 1_D10,10,0,7.83787940367596e-15,100008,4394,3.6519
RCOA,F21_Composition 1_D10,10,1,3.664931404876419e-14,100013,4230,3.5388
RCOA,F21_Composition 1_D10,10,2,7.99045508691569e-15,100007,4391,3.5946
RCOA,F21_Composition 1_D10,10,3,3.95737451703699e-14,100011,4224,3.8026
RCOA,F21_Composition 1_D10,10,4,7.45454049254969e-15,100023,4391,3.7917
RCOA,F21_Composition 1_D10,10,5,8.917300349585998e-15,100005,4382,3.6289
RCOA,F21_Composition 1_D10,10,6,2.076331671700987e-13,100007,4052,3.6468
RCOA,F21_Composition 1_D10,10,7,3.6443097685350457e-14,100009,4232,3.6226
RCOA,F21_Composition 1_D10,10,8,3.876361970049634e-14,100010,4230,3.7271
RCOA,F21_Composition 1_D10,10,9,3.6447833541179367e-14,100013,4230,3.5828
RCOA,F21_Composition 1_D10,10,10,8.684459184940103e-15,100003,4386,3.6006
RCOA,F21_Composition 1_D10,10,11,7.119425109233386e-15,100001,4396,3.6912
RCOA,F21_Composition 1_D10,10,12,3.975893067209118e-14,100019,4223,3.6375
RCOA,F21_Composition 1_D10,10,13,9.706875868954301e-15,100006,4369,3.6926
RCOA,F21_Composition 1_D10,10,14,4.2070325179475394e-14,100006,4219,3.9459
PSO,F21_Composition 1_D10,10,0,218.77477466970666,100000,1999,3.3136
PSO,F21_Composition 1_D10,10,1,250.59433379297715,100000,1999,3.3271
PSO,F21_Composition 1_D10,10,2,293.174447455525,100000,1999,3.1744
PSO,F21_Composition 1_D10,10,3,246.06904421421527,100000,1999,3.2727
PSO,F21_Composition 1_D10,10,4,2314.2690914222853,100000,1999,3.3032
PSO,F21_Composition 1_D10,10,5,302.25762523307213,100000,1999,3.2883
PSO,F21_Composition 1_D10,10,6,3108.021164380816,100000,1999,3.1975
PSO,F21_Composition 1_D10,10,7,236.94803084714678,100000,1999,3.2404
PSO,F21_Composition 1_D10,10,8,312.8540900599037,100000,1999,3.3141
PSO,F21_Composition 1_D10,10,9,329.2185996528347,100000,1999,3.2096
PSO,F21_Composition 1_D10,10,10,270.9600167122648,100000,1999,3.3149
PSO,F21_Composition 1_D10,10,11,418.80350893287846,100000,1999,3.3215
PSO,F21_Composition 1_D10,10,12,383.26876315883516,100000,1999,3.3155
PSO,F21_Composition 1_D10,10,13,300.0062643846786,100000,1999,3.2106
PSO,F21_Composition 1_D10,10,14,251.1301581996816,100000,1999,3.3866
DE,F21_Composition 1_D10,10,0,1277.9033592570456,100000,1999,3.6119
DE,F21_Composition 1_D10,10,1,16723.56982545664,100000,1999,3.7626
DE,F21_Composition 1_D10,10,2,10649.577647222619,100000,1999,3.6737
DE,F21_Composition 1_D10,10,3,16166.18934683869,100000,1999,3.6682
DE,F21_Composition 1_D10,10,4,11857.444514085437,100000,1999,3.6639
DE,F21_Composition 1_D10,10,5,24244.32347077893,100000,1999,3.7221
DE,F21_Composition 1_D10,10,6,14210.907657960966,100000,1999,3.6070
DE,F21_Composition 1_D10,10,7,8750.96295280312,100000,1999,3.9380
DE,F21_Composition 1_D10,10,8,5988.626530489672,100000,1999,3.6418
DE,F21_Composition 1_D10,10,9,7975.452786878876,100000,1999,3.7362
DE,F21_Composition 1_D10,10,10,9621.271296783878,100000,1999,3.6957
DE,F21_Composition 1_D10,10,11,27761.808662508756,100000,1999,3.7157
DE,F21_Composition 1_D10,10,12,12489.917153982053,100000,1999,4.0038
DE,F21_Composition 1_D10,10,13,20417.04565051724,100000,1999,3.8131
DE,F21_Composition 1_D10,10,14,17424.793657127684,100000,1999,3.6619
GA,F21_Composition 1_D10,10,0,1277.9033592570456,100034,2083,4.5646
GA,F21_Composition 1_D10,10,1,16723.56982545664,100034,2083,4.4847
GA,F21_Composition 1_D10,10,2,10649.577647222619,100034,2083,4.5364
GA,F21_Composition 1_D10,10,3,16634.083324546482,100034,2083,4.4503
GA,F21_Composition 1_D10,10,4,11857.444514085437,100034,2083,4.5218
GA,F21_Composition 1_D10,10,5,24244.32347077893,100034,2083,4.4281
GA,F21_Composition 1_D10,10,6,14008.776339119879,100034,2083,4.8219
GA,F21_Composition 1_D10,10,7,8750.96295280312,100034,2083,4.5142
GA,F21_Composition 1_D10,10,8,9943.993512138813,100034,2083,4.4320
GA,F21_Composition 1_D10,10,9,7484.486944724407,100034,2083,4.6382
GA,F21_Composition 1_D10,10,10,7303.277652248502,100034,2083,4.5338
GA,F21_Composition 1_D10,10,11,27761.808662508756,100034,2083,4.4883
GA,F21_Composition 1_D10,10,12,14475.666543849686,100034,2083,4.5825
GA,F21_Composition 1_D10,10,13,20417.04565051724,100034,2083,4.6599
GA,F21_Composition 1_D10,10,14,15348.05144977361,100034,2083,4.4309
RCOA,F25_Composition 5_D10,10,0,0.0019063519369302419,100013,2988,4.4731
RCOA,F25_Composition 5_D10,10,1,0.0018777367065235034,100023,2989,4.4624
RCOA,F25_Composition 5_D10,10,2,0.0018777367065235034,100015,2989,4.3546
RCOA,F25_Composition 5_D10,10,3,0.0018873834182251904,100019,2989,4.4629
RCOA,F25_Composition 5_D10,10,4,0.0018777367065235034,100021,2989,4.3525
RCOA,F25_Composition 5_D10,10,5,0.0019156695042127053,100001,2987,4.7400
RCOA,F25_Composition 5_D10,10,6,0.00189660827416414,100011,2988,4.7054
RCOA,F25_Composition 5_D10,10,7,0.0018777367065235034,100021,2989,4.4247
RCOA,F25_Composition 5_D10,10,8,0.0018777367065235034,100021,2989,4.4683
RCOA,F25_Composition 5_D10,10,9,0.0018777367065235034,100021,2989,4.4706
RCOA,F25_Composition 5_D10,10,10,0.00189660827416414,100010,2988,4.3637
RCOA,F25_Composition 5_D10,10,11,0.00189660827416414,100006,2988,4.6991
RCOA,F25_Composition 5_D10,10,12,0.0019063519369302419,100013,2988,4.4029
RCOA,F25_Composition 5_D10,10,13,0.0019063519369302419,100014,2988,5.3833
RCOA,F25_Composition 5_D10,10,14,0.0018873834182251904,100019,2989,4.4651
PSO,F25_Composition 5_D10,10,0,153276.21215825173,100000,1999,4.2391
PSO,F25_Composition 5_D10,10,1,7790.810383536745,100000,1999,4.3800
PSO,F25_Composition 5_D10,10,2,7858.383433622264,100000,1999,4.3064
PSO,F25_Composition 5_D10,10,3,8548.35772086206,100000,1999,4.6245
PSO,F25_Composition 5_D10,10,4,31756.965452933397,100000,1999,4.3982
PSO,F25_Composition 5_D10,10,5,13363.631087177728,100000,1999,4.2827
PSO,F25_Composition 5_D10,10,6,37096.274052529465,100000,1999,4.3794
PSO,F25_Composition 5_D10,10,7,8158.640225285105,100000,1999,4.3815
PSO,F25_Composition 5_D10,10,8,13053.185748794514,100000,1999,4.3424
PSO,F25_Composition 5_D10,10,9,14074.765868187264,100000,1999,4.3276
PSO,F25_Composition 5_D10,10,10,7712.540395101212,100000,1999,4.4815
PSO,F25_Composition 5_D10,10,11,7248.206014610364,100000,1999,4.3678
PSO,F25_Composition 5_D10,10,12,68636.90322895236,100000,1999,4.4562
PSO,F25_Composition 5_D10,10,13,156572.23726436828,100000,1999,4.4234
PSO,F25_Composition 5_D10,10,14,8244.205332230033,100000,1999,4.4441
DE,F25_Composition 5_D10,10,0,16247632.911894878,100000,1999,4.7727
DE,F25_Composition 5_D10,10,1,1493139826.6690955,100000,1999,4.8036
DE,F25_Composition 5_D10,10,2,930298334.5741307,100000,1999,4.7566
DE,F25_Composition 5_D10,10,3,2039188311.0485642,100000,1999,4.7736
DE,F25_Composition 5_D10,10,4,1171939230.0288649,100000,1999,4.8045
DE,F25_Composition 5_D10,10,5,1004317383.8139039,100000,1999,4.6916
DE,F25_Composition 5_D10,10,6,2309001434.4764795,100000,1999,4.8695
DE,F25_Composition 5_D10,10,7,3396505431.373078,100000,1999,4.8602
DE,F25_Composition 5_D10,10,8,2123124134.2520223,100000,1999,4.7160
DE,F25_Composition 5_D10,10,9,6234451655.978015,100000,1999,4.8268
DE,F25_Composition 5_D10,10,10,2338928905.391411,100000,1999,4.8328
DE,F25_Composition 5_D10,10,11,3576850320.080254,100000,1999,4.7519
DE,F25_Composition 5_D10,10,12,1654856259.0268376,100000,1999,4.7194
DE,F25_Composition 5_D10,10,13,1563437178.0501873,100000,1999,5.1136
DE,F25_Composition 5_D10,10,14,3291830510.9405794,100000,1999,4.6158
GA,F25_Composition 5_D10,10,0,16247632.911894878,100034,2083,5.3887
GA,F25_Composition 5_D10,10,1,1493139826.6690955,100034,2083,5.3163
GA,F25_Composition 5_D10,10,2,930298334.5741307,100034,2083,5.3346
GA,F25_Composition 5_D10,10,3,2039188311.0485642,100034,2083,5.3216
GA,F25_Composition 5_D10,10,4,3041564138.4636645,100034,2083,5.3772
GA,F25_Composition 5_D10,10,5,1004317383.8139039,100034,2083,5.3646
GA,F25_Composition 5_D10,10,6,2309001434.4764795,100034,2083,5.4052
GA,F25_Composition 5_D10,10,7,3396505431.373078,100034,2083,5.3824
GA,F25_Composition 5_D10,10,8,2123124134.2520223,100034,2083,5.3439
GA,F25_Composition 5_D10,10,9,6234451655.978015,100034,2083,5.3370
GA,F25_Composition 5_D10,10,10,2338928905.391411,100034,2083,5.3757
GA,F25_Composition 5_D10,10,11,3576850320.080254,100034,2083,5.3255
GA,F25_Composition 5_D10,10,12,1654856259.0268376,100034,2083,5.3535
GA,F25_Composition 5_D10,10,13,1563437178.0501873,100034,2083,5.2456
GA,F25_Composition 5_D10,10,14,6361431524.536058,100034,2083,5.3434
RCOA,F30_Composition 10_D10,10,0,1.097609497196303,100002,2206,6.3781
RCOA,F30_Composition 10_D10,10,1,1.1197826798657617,100016,2204,6.3806
RCOA,F30_Composition 10_D10,10,2,0.3471757638743463,100012,2327,6.3349
RCOA,F30_Composition 10_D10,10,3,0.8974027290655239,100020,2228,6.2981
RCOA,F30_Composition 10_D10,10,4,1.1197826798657617,100016,2204,6.3152
RCOA,F30_Composition 10_D10,10,5,1.097609497196303,100019,2207,6.3625
RCOA,F30_Composition 10_D10,10,6,1.097609497196303,100027,2207,6.2491
RCOA,F30_Composition 10_D10,10,7,4.5361375809294975,100028,2058,6.2969
RCOA,F30_Composition 10_D10,10,8,1.097609497196303,100005,2206,6.2218
RCOA,F30_Composition 10_D10,10,9,1.1197826798657617,100016,2204,6.3270
RCOA,F30_Composition 10_D10,10,10,1.9004218671308586,100021,2149,6.4150
RCOA,F30_Composition 10_D10,10,11,1.097609497196303,100019,2207,6.3705
RCOA,F30_Composition 10_D10,10,12,1.7897499133118007,100012,2155,6.3377
RCOA,F30_Composition 10_D10,10,13,1.9004218671308586,100021,2149,6.3440
RCOA,F30_Composition 10_D10,10,14,1.9195214244259304,100026,2148,6.2929
PSO,F30_Composition 10_D10,10,0,171235.34365010826,100000,1999,6.6509
PSO,F30_Composition 10_D10,10,1,176161.72402420393,100000,1999,6.3721
PSO,F30_Composition 10_D10,10,2,138936.63576106887,100000,1999,6.3873
PSO,F30_Composition 10_D10,10,3,173182.5601976,100000,1999,6.2912
PSO,F30_Composition 10_D10,10,4,170448.4988816168,100000,1999,6.5267
PSO,F30_Composition 10_D10,10,5,365024.55905746785,100000,1999,6.3867
PSO,F30_Composition 10_D10,10,6,190786.25974451893,100000,1999,6.3953
PSO,F30_Composition 10_D10,10,7,401136.19123338675,100000,1999,6.3806
PSO,F30_Composition 10_D10,10,8,168604.61524987535,100000,1999,6.4291
PSO,F30_Composition 10_D10,10,9,179762.56020077766,100000,1999,6.4082
PSO,F30_Composition 10_D10,10,10,280160.505566753,100000,1999,6.3831
PSO,F30_Composition 10_D10,10,11,235547.88782378536,100000,1999,6.3878
PSO,F30_Composition 10_D10,10,12,210086.57097768178,100000,1999,6.3735
PSO,F30_Composition 10_D10,10,13,186604.61656631166,100000,1999,6.2560
PSO,F30_Composition 10_D10,10,14,198226.26388097391,100000,1999,6.4948
DE,F30_Composition 10_D10,10,0,344612566.46342844,100000,1999,6.7577
DE,F30_Composition 10_D10,10,1,248103759.83760542,100000,1999,6.7966
DE,F30_Composition 10_D10,10,2,35793759.841658644,100000,1999,6.8458
DE,F30_Composition 10_D10,10,3,5578529.862546193,100000,1999,6.8014
DE,F30_Composition 10_D10,10,4,783535091.3317549,100000,1999,6.7542
DE,F30_Composition 10_D10,10,5,896731139.6198213,100000,1999,6.7518
DE,F30_Composition 10_D10,10,6,61412004.687614806,100000,1999,6.7533
DE,F30_Composition 10_D10,10,7,258048140.16811392,100000,1999,6.7008
DE,F30_Composition 10_D10,10,8,157580095.44287768,100000,1999,6.9260
DE,F30_Composition 10_D10,10,9,96874676.3552076,100000,1999,6.6794
DE,F30_Composition 10_D10,10,10,250749341.36613363,100000,1999,6.7524
DE,F30_Composition 10_D10,10,11,28574159.8344575,100000,1999,6.7356
DE,F30_Composition 10_D10,10,12,164771765.10265094,100000,1999,6.8924
DE,F30_Composition 10_D10,10,13,17140009.463121776,100000,1999,6.6822
DE,F30_Composition 10_D10,10,14,179488000.25966352,100000,1999,6.7958
GA,F30_Composition 10_D10,10,0,198361574.8202967,100034,2083,7.6366
GA,F30_Composition 10_D10,10,1,220526038.07994992,100034,2083,7.7076
GA,F30_Composition 10_D10,10,2,28105745.189328462,100034,2083,7.5090
GA,F30_Composition 10_D10,10,3,4812468.716755124,100034,2083,7.5787
GA,F30_Composition 10_D10,10,4,718639284.4352479,100034,2083,7.5770
GA,F30_Composition 10_D10,10,5,877795629.1274307,100034,2083,7.5946
GA,F30_Composition 10_D10,10,6,53839209.1476738,100034,2083,7.5012
GA,F30_Composition 10_D10,10,7,258048140.16811392,100034,2083,7.5258
GA,F30_Composition 10_D10,10,8,80515626.63036624,100034,2083,7.5942
GA,F30_Composition 10_D10,10,9,92178993.440656,100034,2083,7.7071
GA,F30_Composition 10_D10,10,10,208822110.7868234,100034,2083,8.3010
GA,F30_Composition 10_D10,10,11,18339529.80160499,100034,2083,7.5418
GA,F30_Composition 10_D10,10,12,70889816.7386067,100034,2083,7.5197
GA,F30_Composition 10_D10,10,13,10056895.086273374,100034,2083,7.6590
GA,F30_Composition 10_D10,10,14,57349269.421550855,100034,2083,7.4987
RCOA,F1_Sphere_D30,30,0,2.460439125829538e-07,300020,2746,2.1933
RCOA,F1_Sphere_D30,30,1,1.3651540596912561e-06,300059,2571,2.1343
RCOA,F1_Sphere_D30,30,2,1.1451205988911227e-06,300013,2589,2.1221
RCOA,F1_Sphere_D30,30,3,1.1451205988911227e-06,300046,2589,2.1128
RCOA,F1_Sphere_D30,30,4,1.3597312148040144e-07,300087,2807,2.2167
RCOA,F1_Sphere_D30,30,5,1.1451205988911227e-06,300056,2589,2.1360
RCOA,F1_Sphere_D30,30,6,1.371887066216009e-07,300021,2806,2.1770
RCOA,F1_Sphere_D30,30,7,1.1451205988911227e-06,300006,2589,2.1570
RCOA,F1_Sphere_D30,30,8,1.1451205988911227e-06,300024,2589,2.2631
RCOA,F1_Sphere_D30,30,9,1.3651540596912561e-06,300045,2571,2.2216
RCOA,F1_Sphere_D30,30,10,1.1451205988911227e-06,300019,2589,2.1449
RCOA,F1_Sphere_D30,30,11,1.3651540596912561e-06,300045,2571,2.1326
RCOA,F1_Sphere_D30,30,12,1.1451205988911227e-06,300005,2589,2.1292
RCOA,F1_Sphere_D30,30,13,1.1451205988911227e-06,300013,2589,2.1261
RCOA,F1_Sphere_D30,30,14,1.1451205988911227e-06,300011,2589,2.1640
PSO,F1_Sphere_D30,30,0,17983.78470442034,300000,5999,3.3110
PSO,F1_Sphere_D30,30,1,9495.401365137926,300000,5999,3.2859
PSO,F1_Sphere_D30,30,2,9799.997722658563,300000,5999,3.3694
PSO,F1_Sphere_D30,30,3,8867.63157977421,300000,5999,3.2470
PSO,F1_Sphere_D30,30,4,11008.263980274025,300000,5999,3.2810
PSO,F1_Sphere_D30,30,5,6148.256156817966,300000,5999,3.2916
PSO,F1_Sphere_D30,30,6,13044.625503883855,300000,5999,3.2694
PSO,F1_Sphere_D30,30,7,9963.119370707209,300000,5999,3.2316
PSO,F1_Sphere_D30,30,8,11896.892433562134,300000,5999,3.2829
PSO,F1_Sphere_D30,30,9,13535.929354511129,300000,5999,3.2700
PSO,F1_Sphere_D30,30,10,9202.893463839227,300000,5999,3.1913
PSO,F1_Sphere_D30,30,11,12280.55627920192,300000,5999,3.2615
PSO,F1_Sphere_D30,30,12,6554.8631141175265,300000,5999,3.2392
PSO,F1_Sphere_D30,30,13,3608.7699198850623,300000,5999,3.2589
PSO,F1_Sphere_D30,30,14,3586.16508977935,300000,5999,3.4469
DE,F1_Sphere_D30,30,0,100873.59318064358,300000,5999,5.4004
DE,F1_Sphere_D30,30,1,113416.91519805387,300000,5999,5.4174
DE,F1_Sphere_D30,30,2,88462.04688688133,300000,5999,5.3574
DE,F1_Sphere_D30,30,3,77828.87813374746,300000,5999,5.3851
DE,F1_Sphere_D30,30,4,80006.1712132671,300000,5999,5.3567
DE,F1_Sphere_D30,30,5,85254.51636185299,300000,5999,5.4917
DE,F1_Sphere_D30,30,6,88472.55460458406,300000,5999,5.4075
DE,F1_Sphere_D30,30,7,78372.26084222188,300000,5999,5.5374
DE,F1_Sphere_D30,30,8,100592.52794063123,300000,5999,5.7505
DE,F1_Sphere_D30,30,9,86009.7115125211,300000,5999,6.6280
DE,F1_Sphere_D30,30,10,78198.30730971377,300000,5999,5.5716
DE,F1_Sphere_D30,30,11,82901.31720892584,300000,5999,5.3723
DE,F1_Sphere_D30,30,12,72415.51179648518,300000,5999,5.4136
DE,F1_Sphere_D30,30,13,84224.30095878702,300000,5999,5.3957
DE,F1_Sphere_D30,30,14,82713.12314756704,300000,5999,970.3024
GA,F1_Sphere_D30,30,0,100873.59318064358,300002,6249,12.7368
GA,F1_Sphere_D30,30,1,113416.91519805387,300002,6249,12.9519
GA,F1_Sphere_D30,30,2,88490.15179224743,300002,6249,13.4748
GA,F1_Sphere_D30,30,3,77828.87813374746,300002,6249,13.2736
GA,F1_Sphere_D30,30,4,80006.1712132671,300002,6249,932.3929
GA,F1_Sphere_D30,30,5,88047.58421854934,300002,6249,12.6867
GA,F1_Sphere_D30,30,6,111662.15823025825,300002,6249,13.1451
GA,F1_Sphere_D30,30,7,106147.93896997863,300002,6249,13.3178
GA,F1_Sphere_D30,30,8,100592.52794063123,300002,6249,932.0889
GA,F1_Sphere_D30,30,9,107330.86398620455,300002,6249,12.6603
GA,F1_Sphere_D30,30,10,78198.30730971377,300002,6249,12.8437
GA,F1_Sphere_D30,30,11,92341.03176684862,300002,6249,942.7953
GA,F1_Sphere_D30,30,12,72415.51179648518,300002,6249,12.7947
GA,F1_Sphere_D30,30,13,84224.30095878702,300002,6249,12.6788
GA,F1_Sphere_D30,30,14,82713.12314756704,300002,6249,12.8974
RCOA,F3_Zakharov_D30,30,0,1.8041542633564536e-41,300020,13197,1005.1716
RCOA,F3_Zakharov_D30,30,1,1.8041542633564536e-41,300020,13197,5.1323
RCOA,F3_Zakharov_D30,30,2,1.8041542633564536e-41,300020,13197,5.1936
RCOA,F3_Zakharov_D30,30,3,1.8041542633564536e-41,300020,13197,5.2607
RCOA,F3_Zakharov_D30,30,4,1.8285956482615155e-41,300007,13196,5.1127
RCOA,F3_Zakharov_D30,30,5,1.8285956482615155e-41,300007,13196,5.1212
RCOA,F3_Zakharov_D30,30,6,1.8285956482615155e-41,300007,13196,5.1508
RCOA,F3_Zakharov_D30,30,7,1.8222863151488e-41,300017,13196,5.1459
RCOA,F3_Zakharov_D30,30,8,1.8041542633564536e-41,300020,13197,5.2171
RCOA,F3_Zakharov_D30,30,9,1.8041542633564536e-41,300020,13197,5.1503
RCOA,F3_Zakharov_D30,30,10,1.8041542633564536e-41,300020,13197,5.1709
RCOA,F3_Zakharov_D30,30,11,1.8285956482615155e-41,300007,13196,5.1757
RCOA,F3_Zakharov_D30,30,12,1.8285956482615155e-41,300007,13196,709.3268
RCOA,F3_Zakharov_D30,30,13,1.8041542633564536e-41,300020,13197,5.3446
RCOA,F3_Zakharov_D30,30,14,1.8041542633564536e-41,300020,13197,5.5259
PSO,F3_Zakharov_D30,30,0,143778.4125844393,300000,5999,3.7866
PSO,F3_Zakharov_D30,30,1,52141.64153402316,300000,5999,3.7262
PSO,F3_Zakharov_D30,30,2,87336.1846670206,300000,5999,3.7894
PSO,F3_Zakharov_D30,30,3,111872.1020200652,300000,5999,3.7391
PSO,F3_Zakharov_D30,30,4,49739.15638295577,300000,5999,3.7809
PSO,F3_Zakharov_D30,30,5,155891.2697092302,300000,5999,3.8056
PSO,F3_Zakharov_D30,30,6,45479.29833812007,300000,5999,3.7690
PSO,F3_Zakharov_D30,30,7,85025.4215872881,300000,5999,3.8452
PSO,F3_Zakharov_D30,30,8,72251.96670356579,300000,5999,3.8580
PSO,F3_Zakharov_D30,30,9,87607.30596314622,300000,5999,943.5434
PSO,F3_Zakharov_D30,30,10,76645.97230846726,300000,5999,3.7565
PSO,F3_Zakharov_D30,30,11,60345.95982922378,300000,5999,3.7700
PSO,F3_Zakharov_D30,30,12,74929.45740662086,300000,5999,3.7322
PSO,F3_Zakharov_D30,30,13,76619.7762057619,300000,5999,3.7125
PSO,F3_Zakharov_D30,30,14,57184.32130409029,300000,5999,3.8060
DE,F3_Zakharov_D30,30,0,184612.33515297575,300000,5999,6.0866
DE,F3_Zakharov_D30,30,1,169623.75049938916,300000,5999,5.9764
DE,F3_Zakharov_D30,30,2,17129154.43945533,300000,5999,5.9373
DE,F3_Zakharov_D30,30,3,194881.94074749708,300000,5999,6.0667
DE,F3_Zakharov_D30,30,4,201139.72246463268,300000,5999,56.5436
DE,F3_Zakharov_D30,30,5,119468.58221247618,300000,5999,5.8237
DE,F3_Zakharov_D30,30,6,149534.24968807268,300000,5999,5.8207
DE,F3_Zakharov_D30,30,7,177865.01450248217,300000,5999,5.9570
DE,F3_Zakharov_D30,30,8,3942984.9220290575,300000,5999,5.9007
DE,F3_Zakharov_D30,30,9,257360.3379558186,300000,5999,6.0216
DE,F3_Zakharov_D30,30,10,17996612.105682872,300000,5999,6.3180
DE,F3_Zakharov_D30,30,11,103201.7186764627,300000,5999,298.5398
